candidate_id,image_path,image_file_name,dataset_source,selection_band,selection_state,teacher_model_name,comment_type,short_reason,detailed_reason,comparison_reason,visible_anchor_count,generic_phrase_count,specificity_pass,audit_flags,is_clean
gemini__100__10__ava__rejected_low__800874.jpg__9c63159828,/home/omen_pc1/ava/images/800874.jpg,800874.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__11__aadb__middle_near_miss__farm1_473_19950394178_9d13683d04_b.jpg__6104f864a1,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_473_19950394178_9d13683d04_b.jpg,farm1_473_19950394178_9d13683d04_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__12__aadb__middle_near_miss__farm1_282_20106795651_b191635c96_b.jpg__51f28ef4e5,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_20106795651_b191635c96_b.jpg,farm1_282_20106795651_b191635c96_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__13__aadb__rejected_low__farm1_320_19663410093_b67f4d2cae_b.jpg__595b3c5760,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_320_19663410093_b67f4d2cae_b.jpg,farm1_320_19663410093_b67f4d2cae_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__14__aadb__rejected_low__farm1_377_19533066754_5a45600dfc_b.jpg__70017f7cfe,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_377_19533066754_5a45600dfc_b.jpg,farm1_377_19533066754_5a45600dfc_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,rejection_reason,"The composition is cluttered and lacks a clear focal point, with the man on the far left cut off by the frame and a large, bent-over figure obscuring the center.","This image is weakened by a chaotic and unbalanced composition. There is no clear subject, as the viewer's attention is split between the group of adults on the left and the group of children on the right. The man in the light blue shirt bent over in the foreground creates a large, awkward shape that dominates the center of the frame. The framing is also problematic, as the man in the black baseball cap on the far left is abruptly cut off by the edge of the image.",,8,1,True,[],True
gemini__100__15__aadb__rejected_low__farm1_370_19653406514_0a41d444c3_b.jpg__4611c5416b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_370_19653406514_0a41d444c3_b.jpg,farm1_370_19653406514_0a41d444c3_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__16__ava__selected_high__358718.jpg__090e77ecb0,/home/omen_pc1/ava/images/358718.jpg,358718.jpg,ava,selected_high,selected,gemini-2.5-pro,selected_explanation,The dramatic silhouette of the statue against the vibrant red and purple firework explosion creates a powerful and celebratory image.,"The composition is excellent, with the red firework burst perfectly centered behind the silhouetted statue, creating a radial pattern that frames the subject. There is a strong color contrast between the warm, golden light illuminating the cupola and the cool purple and bright red streaks of the fireworks against the night sky. The timing of the shot successfully captures multiple layers of light, from the main explosion to the falling golden sparks on the left, adding depth and energy to the scene.",,2,0,True,[],True
gemini__100__17__aadb__middle_near_miss__farm1_333_20182676482_ef0bc18235_b.jpg__4fb1295d12,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_333_20182676482_ef0bc18235_b.jpg,farm1_333_20182676482_ef0bc18235_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__18__aadb__middle_near_miss__farm1_259_19941646580_6d81d8798d_b.jpg__7848dfa9d9,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_259_19941646580_6d81d8798d_b.jpg,farm1_259_19941646580_6d81d8798d_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__19__ava__middle_near_miss__339389.jpg__7cfe014679,/home/omen_pc1/ava/images/339389.jpg,339389.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__20__ava__middle_near_miss__954736.jpg__e34011d180,/home/omen_pc1/ava/images/954736.jpg,954736.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__21__ava__middle_near_miss__420218.jpg__7d852b5db5,/home/omen_pc1/ava/images/420218.jpg,420218.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__22__ava__middle_near_miss__325887.jpg__32b3559032,/home/omen_pc1/ava/images/325887.jpg,325887.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__23__aadb__middle_near_miss__farm1_270_20156668445_4e37679a90_b.jpg__00996b7080,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_270_20156668445_4e37679a90_b.jpg,farm1_270_20156668445_4e37679a90_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__24__ava__selected_high__887208.jpg__fc00711008,/home/omen_pc1/ava/images/887208.jpg,887208.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__25__aadb__selected_high__farm1_365_20081778936_33b287a51c_b.jpg__f10991fa81,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_20081778936_33b287a51c_b.jpg,farm1_365_20081778936_33b287a51c_b.jpg,aadb,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__26__ava__selected_high__199677.jpg__6545e09e50,/home/omen_pc1/ava/images/199677.jpg,199677.jpg,ava,selected_high,selected,gemini-2.5-pro,selected_explanation,"The warm, translucent light illuminating the reddish-orange flower petals creates a vibrant and glowing subject against the dark background.","This macro photograph uses a very shallow depth of field to isolate a single bell-shaped, reddish-orange flower, rendering its yellow-tipped petals and interior stamens in sharp detail. The lighting from the side creates a beautiful translucence through the petals, making them appear to glow from within and highlighting their smooth texture. The vibrant warm tones of the flower stand out dramatically against the deep, dark, and out-of-focus background, which eliminates distractions and emphasizes the subject's form and color.",,2,0,True,[],True
gemini__100__27__aadb__middle_near_miss__farm1_530_20128497671_c85e64faf9_b.jpg__177278a4f2,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_530_20128497671_c85e64faf9_b.jpg,farm1_530_20128497671_c85e64faf9_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__28__aadb__middle_near_miss__farm1_270_19798314148_7edc49d610_b.jpg__7cde6e0c35,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_270_19798314148_7edc49d610_b.jpg,farm1_270_19798314148_7edc49d610_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__29__ava__middle_near_miss__426101.jpg__7e7ea1cd70,/home/omen_pc1/ava/images/426101.jpg,426101.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__30__ava__rejected_low__30342.jpg__15440422ad,/home/omen_pc1/ava/images/30342.jpg,30342.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,rejection_reason,"The image suffers from a flat, low-contrast grayscale treatment and a general lack of sharpness, which renders the entire cityscape, including the Flatiron Building, indistinct.","The black and white rendering lacks strong blacks and bright whites, resulting in a muddy, gray-toned image where buildings and streets have very little separation. This flat lighting and low contrast obscure the architectural details on the building facades. Additionally, the image is soft and appears grainy, causing elements like the cars on the road and the windows on the buildings to be poorly defined.",,2,0,True,[],True
gemini__100__31__aadb__selected_high__farm1_419_20163833486_11801c1bd4_b.jpg__b9fdf8c3a3,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_419_20163833486_11801c1bd4_b.jpg,farm1_419_20163833486_11801c1bd4_b.jpg,aadb,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__32__aadb__selected_high__farm1_255_19452343093_8ee7e5e375_b.jpg__0d65590d40,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_19452343093_8ee7e5e375_b.jpg,farm1_255_19452343093_8ee7e5e375_b.jpg,aadb,selected_high,selected,gemini-2.5-pro,selected_explanation,This image is strong because the sharp focus captures the intricate blue and white patterns on the two dark butterflies as they rest on delicate white flowers.,"The composition effectively uses the diagonal lines of the green plant stems to guide the viewer's eye towards the two butterflies. There is a striking color contrast between the dark, patterned wings of the insects and the bright, fluffy white flowers they are perched upon. The shallow depth of field creates a soft, blurred background, which isolates the sharply focused butterflies and prevents any distractions.",,1,0,False,['generic_only_wording'],False
gemini__100__33__ava__middle_near_miss__371605.jpg__4a518f5b1c,/home/omen_pc1/ava/images/371605.jpg,371605.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,near_miss_feedback,"The panning motion blur effectively captures the car's speed, but the bright yellow caution tape in the background is a major visual distraction.","This is a strong action shot where the panning technique successfully freezes the motion of the blue Corvette while blurring the background, creating a dynamic sense of speed. However, the composition is weakened by the bright yellow caution tape that stretches horizontally across the frame, cutting through the background and drawing the viewer's eye away from the car. A lower camera angle could have positioned the car to block this distracting tape and the crowd, leading to a cleaner and more impactful image.",,4,0,True,[],True
gemini__100__34__ava__selected_high__703909.jpg__d01063e744,/home/omen_pc1/ava/images/703909.jpg,703909.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__35__aadb__selected_high__farm1_262_20182683056_7c884ae4cf_b.jpg__5d5eb9f948,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_262_20182683056_7c884ae4cf_b.jpg,farm1_262_20182683056_7c884ae4cf_b.jpg,aadb,selected_high,selected,gemini-2.5-pro,selected_explanation,"The image captures the dynamic action of trail runners, led by a man in a striped jersey, against a vast, sunlit mountain landscape.","The composition effectively uses the diagonal path of the runners to create a sense of movement and depth, drawing the viewer's eye from the lead runner in the foreground to the line of competitors behind him. The bright, direct sunlight highlights the athletes' determined expressions and muscular forms while also illuminating the vibrant green of the ferns and the distant, layered mountains. The image tells a clear story of a challenging fell race, with the runners' focused gazes and athletic postures conveying the physical exertion required to ascend the steep, grassy terrain.",,3,0,True,[],True
gemini__100__36__ava__selected_high__177507.jpg__409bd981bf,/home/omen_pc1/ava/images/177507.jpg,177507.jpg,ava,selected_high,selected,gemini-2.5-pro,selected_explanation,"The whimsical scene, featuring a toy caterpillar on a half-eaten apple, is well-composed with a strong color contrast between the red dish, green leaves, and blue background.","This image presents a playful and well-constructed still life, centered around the humorous subject of a toy caterpillar emerging from a real, half-eaten apple. The color palette is vibrant and effective, using the deep red of the glass dish and apple to contrast sharply with the bright green leaves and the textured blue background. The lighting accentuates key textures, such as the wet, glistening surface of the apple's flesh and the translucent quality of the ornate red dish. The composition is balanced, with the apple on the right offset by the lush arrangement of artificial white flowers and leaves on the left, creating a visually complete scene.",,5,1,True,[],True
gemini__100__37__ava__selected_high__362053.jpg__95d19873ea,/home/omen_pc1/ava/images/362053.jpg,362053.jpg,ava,selected_high,selected,gemini-2.5-pro,selected_explanation,"The strong complementary color contrast between the warm-toned, patterned eyeglass frame and the vibrant green background creates a visually striking composition.","This close-up photograph excels due to its deliberate use of color and composition. The warm, striated pattern of the brown and red eyeglass frame stands out vividly against the solid, bright green background, creating a powerful complementary color relationship. The tight crop focuses attention on the elegant curves of the nose bridge and rims, emphasizing the smooth, polished texture of the material. The soft, even lighting beautifully renders the subtle details within the frame's acetate without creating distracting glare or harsh shadows.",,3,0,True,[],True
gemini__100__38__ava__selected_high__235951.jpg__902127a733,/home/omen_pc1/ava/images/235951.jpg,235951.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__39__ava__selected_high__693820.jpg__af0f2a7abf,/home/omen_pc1/ava/images/693820.jpg,693820.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__40__ava__rejected_low__428700.jpg__82f8d4ea0d,/home/omen_pc1/ava/images/428700.jpg,428700.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,rejection_reason,The harsh backlighting from the high sun renders the boat a featureless silhouette and creates a distracting starburst effect.,"The primary light source, the sun, is positioned high in the frame, creating an overpowering starburst that dominates the sky. This extreme backlighting plunges the boat into a dark, flat silhouette, obscuring any details of its structure. The composition is further weakened by the large, blocky text at the bottom and the thick, off-white border, which give the image the appearance of a generic postcard.",,5,0,True,[],True
gemini__100__41__ava__rejected_low__55768.jpg__8dc5be507d,/home/omen_pc1/ava/images/55768.jpg,55768.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__42__ava__middle_near_miss__600996.jpg__a6127dd3cb,/home/omen_pc1/ava/images/600996.jpg,600996.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__43__ava__middle_near_miss__440544.jpg__0e6c6ef719,/home/omen_pc1/ava/images/440544.jpg,440544.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__44__aadb__middle_near_miss__farm1_546_20091381170_18037855a4_b.jpg__98a848227a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_546_20091381170_18037855a4_b.jpg,farm1_546_20091381170_18037855a4_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__45__ava__middle_near_miss__735278.jpg__3e8fb12ac0,/home/omen_pc1/ava/images/735278.jpg,735278.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__46__ava__selected_high__645376.jpg__e640692b03,/home/omen_pc1/ava/images/645376.jpg,645376.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__47__aadb__middle_near_miss__farm1_395_19571170684_ccbb9c17b7_b.jpg__688d101cde,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_19571170684_ccbb9c17b7_b.jpg,farm1_395_19571170684_ccbb9c17b7_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,near_miss_feedback,"The image compellingly captures a weaver at work with vibrant blue threads, but a distracting silver railing in the background detracts from the scene.","The photograph's strength is the focused moment of creation, with the woman's hands guiding the shuttle through the brilliant blue warp threads on the wooden loom. However, the composition is weakened by a modern silver railing visible in the background directly behind the weaver. Shifting the camera angle slightly to the left or lower could have used the loom's frame or the weaver's body to conceal this distracting element, enhancing the traditional feel of the scene.",,6,0,True,[],True
gemini__100__48__aadb__rejected_low__farm1_323_20148008972_f57613a991_b.jpg__1793213a7f,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_323_20148008972_f57613a991_b.jpg,farm1_323_20148008972_f57613a991_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__49__ava__selected_high__940369.jpg__c628266ecc,/home/omen_pc1/ava/images/940369.jpg,940369.jpg,ava,selected_high,selected,gemini-2.5-pro,selected_explanation,The dramatic high-contrast lighting makes the white egret stand out against the dark sky while perched on a weathered loudspeaker.,"The stark contrast between the brightly illuminated white feathers of the egret and the deep, dark background creates a powerful and dramatic subject separation. The composition is strengthened by the juxtaposition of the bird's elegant, curved neck against the hard, angular lines of the decaying loudspeaker it stands upon. The fine details, from the texture on the speaker's surface to the individual feathers on the bird, are rendered with exceptional clarity, adding depth to the monochromatic scene.",,3,0,True,[],True
gemini__100__50__ava__rejected_low__294865.jpg__6652600118,/home/omen_pc1/ava/images/294865.jpg,294865.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__51__aadb__rejected_low__farm1_260_20197085902_faf10a855a_b.jpg__dce70b2d91,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_260_20197085902_faf10a855a_b.jpg,farm1_260_20197085902_faf10a855a_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__52__ava__rejected_low__724059.jpg__c6b1d58648,/home/omen_pc1/ava/images/724059.jpg,724059.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__53__aadb__middle_near_miss__farm1_361_20007022190_d4912c7ef1_b.jpg__623bd5084b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_361_20007022190_d4912c7ef1_b.jpg,farm1_361_20007022190_d4912c7ef1_b.jpg,aadb,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__54__ava__selected_high__882889.jpg__d1822dc5a4,/home/omen_pc1/ava/images/882889.jpg,882889.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__55__ava__middle_near_miss__70473.jpg__1205be1747,/home/omen_pc1/ava/images/70473.jpg,70473.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__56__ava__selected_high__263871.jpg__eaf0e2c131,/home/omen_pc1/ava/images/263871.jpg,263871.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__57__ava__middle_near_miss__365921.jpg__333b09cb2d,/home/omen_pc1/ava/images/365921.jpg,365921.jpg,ava,middle_near_miss,near_miss,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__58__ava__selected_high__479734.jpg__ad94c24c19,/home/omen_pc1/ava/images/479734.jpg,479734.jpg,ava,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__59__aadb__rejected_low__farm1_500_20167899466_9a477fef43_b.jpg__8c9971ecb6,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_500_20167899466_9a477fef43_b.jpg,farm1_500_20167899466_9a477fef43_b.jpg,aadb,rejected_low,not_selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__60__aadb__selected_high__farm1_271_19495680953_80c413b576_b.jpg__dcc7a00aad,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_271_19495680953_80c413b576_b.jpg,farm1_271_19495680953_80c413b576_b.jpg,aadb,selected_high,selected,gemini-2.5-pro,,,,,0,0,False,"['json_invalid', 'missing_comment_type', 'missing_short_reason', 'missing_detailed_reason', 'comment_type_mismatch', 'generic_only_wording']",False
gemini__100__61__ava__rejected_low__8840.jpg__0960fc536b,/home/omen_pc1/ava/images/8840.jpg,8840.jpg,ava,rejected_low,not_selected,gemini-2.5-pro,rejection_reason,"The image suffers from a cluttered background of bare trees and harsh, direct lighting that creates unflattering shadows on the subject.","The composition is unbalanced, with the large protest sign on the left competing for attention with the woman seated in the folding chair. The background is visually distracting, consisting of a dense tangle of bare branches that creates a busy pattern behind the subject. Furthermore, the lighting is harsh, casting a strong shadow across the woman's face and creating bright, overexposed patches on the snow, which detracts from the overall quality of the photograph.",,8,0,True,[],True
