teacher_subset_id,image_path,dataset_source,teacher_subset_bucket,selected,line_count,prefix_ok,role_separation_ok,verdict_polarity_ok,leakage,generic,teacher_generation_error,clean_before_repair,clean_after_repair,teacher_comment_3line,repaired_teacher_comment_3line
teacher__33__ava__694248.jpg__1cf49c9b,/home/omen_pc1/ava/images/694248.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__34__aadb__farm1_341_19588090384_7f76bee6f4_b.jpg__d500e4c5,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_341_19588090384_7f76bee6f4_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__35__ava__739415.jpg__49088a38,/home/omen_pc1/ava/images/739415.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__36__aadb__farm1_347_19998876171_8cbce20f74_b.jpg__fd803459,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19998876171_8cbce20f74_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__37__ava__105248.jpg__d90cb552,/home/omen_pc1/ava/images/105248.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__38__ava__137047.jpg__780d24f8,/home/omen_pc1/ava/images/137047.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__39__aadb__farm1_359_20208322391_1ea7059c05_b.jpg__e111c746,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20208322391_1ea7059c05_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__40__aadb__farm1_259_19573465643_c3cfa19e63_b.jpg__af5a2e2a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_259_19573465643_c3cfa19e63_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__41__ava__314495.jpg__56369938,/home/omen_pc1/ava/images/314495.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__42__ava__946808.jpg__570b57e0,/home/omen_pc1/ava/images/946808.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__43__aadb__farm1_282_20106795651_b191635c96_b.jpg__356afdf5,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_282_20106795651_b191635c96_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__44__ava__293868.jpg__2454333f,/home/omen_pc1/ava/images/293868.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__45__ava__677071.jpg__e7a601a9,/home/omen_pc1/ava/images/677071.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__46__ava__892957.jpg__c197a4b2,/home/omen_pc1/ava/images/892957.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__47__ava__450575.jpg__a2db801a,/home/omen_pc1/ava/images/450575.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__48__aadb__farm1_270_19798314148_7edc49d610_b.jpg__95b1d7d4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_270_19798314148_7edc49d610_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__49__ava__421076.jpg__38041988,/home/omen_pc1/ava/images/421076.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__50__ava__719800.jpg__48d626a1,/home/omen_pc1/ava/images/719800.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__51__ava__829708.jpg__e540e3ae,/home/omen_pc1/ava/images/829708.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__52__aadb__farm1_395_20022784108_4ab87e2dac_b.jpg__5e5f196a,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_395_20022784108_4ab87e2dac_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__53__ava__677843.jpg__71dfc20c,/home/omen_pc1/ava/images/677843.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__54__aadb__farm1_387_20160784366_84c00a0d0a_b.jpg__4f55b367,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_387_20160784366_84c00a0d0a_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__55__ava__88928.jpg__2205bede,/home/omen_pc1/ava/images/88928.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__56__aadb__farm1_363_19653498564_03bc775fb8_b.jpg__cd2520fe,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_363_19653498564_03bc775fb8_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__57__aadb__farm1_383_20184947482_0d90e80db5_b.jpg__793c9fe4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_383_20184947482_0d90e80db5_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__58__aadb__farm1_347_19657069024_522e022970_b.jpg__9b15efb0,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_347_19657069024_522e022970_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__59__aadb__farm1_255_19662764583_8e52368f78_b.jpg__7cdc4255,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_255_19662764583_8e52368f78_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__60__aadb__farm1_439_20120932302_29f76898e2_b.jpg__cc29fb29,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_439_20120932302_29f76898e2_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__61__ava__756190.jpg__614edc13,/home/omen_pc1/ava/images/756190.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__62__aadb__farm1_414_20009306060_264a7c1b0d_b.jpg__c5dd2fc4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_414_20009306060_264a7c1b0d_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__63__ava__779836.jpg__66f4efb0,/home/omen_pc1/ava/images/779836.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__64__ava__412308.jpg__5792c22a,/home/omen_pc1/ava/images/412308.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__65__ava__236271.jpg__b3d31e35,/home/omen_pc1/ava/images/236271.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__66__ava__206524.jpg__24ef012a,/home/omen_pc1/ava/images/206524.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__67__ava__659660.jpg__5218df89,/home/omen_pc1/ava/images/659660.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__68__ava__186823.jpg__5738b10d,/home/omen_pc1/ava/images/186823.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__69__ava__684174.jpg__cb2d6895,/home/omen_pc1/ava/images/684174.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
